Loading environment football failed: No module named 'gfootball'
-- 7.185823394916952
         24794382 function calls (23595294 primitive calls) in 7.519 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 suite.py:317(_DebugResult)
        1    0.000    0.000    0.000    0.000 utils.py:45(KnownFailureException)
        1    0.000    0.000    0.000    0.000 case.py:128(_BaseTestCaseContext)
        1    0.000    0.000    0.000    0.000 case.py:184(_AssertRaisesContext)
        1    0.000    0.000    0.000    0.000 case.py:221(_AssertWarnsContext)
        1    0.000    0.000    0.000    0.000 case.py:278(_CapturingHandler)
        1    0.000    0.000    0.000    0.000 case.py:297(_AssertLogsContext)
        1    0.000    0.000    0.000    0.000 extras.py:218(_fromnxfunction)
        1    0.000    0.000    0.000    0.000 core.py:795(_DomainCheckInterval)
        1    0.000    0.000    0.000    0.000 core.py:838(_DomainSafeDivide)
        1    0.000    0.000    0.000    0.000 core.py:901(_MaskedUnaryOperation)
        1    0.000    0.000    0.000    0.000 core.py:975(_MaskedBinaryOperation)
        1    0.000    0.000    0.000    0.000 core.py:1123(_DomainedBinaryOperation)
        1    0.000    0.000    0.000    0.000 core.py:1282(_replace_dtype_fields_recursive)
        1    0.000    0.000    0.000    0.000 core.py:2384(__init__)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:179(_ndptr)
        1    0.000    0.000    0.000    0.000 core.py:203(<listcomp>)
        1    0.000    0.000    0.000    0.000 core.py:205(<listcomp>)
        1    0.000    0.000    0.000    0.000 npyio.py:58(BagObj)
        1    0.000    0.000    0.000    0.000 utils.py:58(_Deprecate)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:16(DummyArray)
        1    0.000    0.000    0.000    0.000 index_tricks.py:109(nd_grid)
        1    0.000    0.000    0.000    0.000 ast.py:238(NodeVisitor)
        1    0.000    0.000    0.000    0.000 ast.py:275(NodeTransformer)
        1    0.000    0.000    0.000    0.000 _pytesttester.py:47(PytestTester)
        2    0.000    0.000    0.000    0.000 arrayprint.py:450(_recursive_guard)
        1    0.000    0.000    0.000    0.000 arrayprint.py:975(FloatFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1228(DatetimeFormat)
        1    0.000    0.000    0.000    0.000 __init__.py:379(PyDLL)
        1    0.000    0.000    0.000    0.000 __init__.py:419(LibraryLoader)
        1    0.000    0.000    0.000    0.000 _endian.py:23(_swapped_meta)
        1    0.000    0.000    0.000    0.000 numerictypes.py:429(_typedict)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:36(TypeNADict)
        1    0.000    0.000    0.000    0.000 numeric.py:2995(errstate)
        1    0.000    0.000    0.000    0.000 __init__.py:235(c_char_p)
        1    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.set_typeDict}
        1    0.000    0.000    0.000    0.000 _globals.py:67(__new__)
        1    0.000    0.000    0.000    0.000 socketserver.py:390(TCPServer)
        3    0.000    0.000    0.000    0.000 halite.py:98(create_uid)
        1    0.000    0.000    0.000    0.000 argparse.py:1443(_get_positional_kwargs)
        1    0.000    0.000    0.000    0.000 argparse.py:1239(_ActionsContainer)
        1    0.000    0.000    0.000    0.000 argparse.py:1580(_MutuallyExclusiveGroup)
        1    0.000    0.000    0.000    0.000 handlers.py:114(RotatingFileHandler)
        1    0.000    0.000    0.000    0.000 handlers.py:945(SMTPHandler)
        1    0.000    0.000    0.000    0.000 handlers.py:1399(QueueListener)
        1    0.000    0.000    0.000    0.000 argparse.py:570(<listcomp>)
        2    0.000    0.000    0.000    0.000 core.py:250(<listcomp>)
        1    0.000    0.000    0.000    0.000 reduction.py:33(ForkingPickler)
        1    0.000    0.000    0.000    0.000 configparser.py:296(ParsingError)
        1    0.000    0.000    0.000    0.000 configparser.py:359(Interpolation)
        2    0.000    0.000    0.000    0.000 __init__.py:465(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:464(PathDistribution)
        1    0.000    0.000    0.000    0.000 csv.py:24(Dialect)
        3    0.000    0.000    0.000    0.000 _compat.py:88(find_spec)
        1    0.000    0.000    0.000    0.000 _immutable.py:1(<module>)
        4    0.000    0.000    0.000    0.000 _checked_types.py:100(<listcomp>)
        1    0.000    0.000    0.000    0.000 _checked_types.py:311(Evolver)
        1    0.000    0.000    0.000    0.000 _field_common.py:160(PTypeError)
        1    0.000    0.000    0.000    0.000 _pclass.py:215(_PClassEvolver)
        1    0.000    0.000    0.000    0.000 _pmap.py:291(__getitem__)
        2    0.000    0.000    0.000    0.000 _pmap.py:337(is_dirty)
        1    0.000    0.000    0.000    0.000 _pmap.py:283(_Evolver)
        1    0.000    0.000    0.000    0.000 _pvector.py:34(__new__)
        1    0.000    0.000    0.000    0.000 _pbag.py:10(PBag)
        1    0.000    0.000    0.000    0.000 _plist.py:266(_EmptyPList)
        1    0.000    0.000    0.000    0.000 :1(_DeepMappingAttributes)
        1    0.000    0.000    0.000    0.000 <attrs generated init attr._version_info.VersionInfo>:1(__init__)
        1    0.000    0.000    0.000    0.000 _format.py:10(FormatChecker)
        1    0.000    0.000    0.000    0.000 numbers.py:267(Rational)
        1    0.000    0.000    0.000    0.000 :1(FactoryAttributes)
        2    0.000    0.000    0.000    0.000 validators.py:199(optional)
        1    0.000    0.000    0.000    0.000 :1(_MatchesReValidatorAttributes)
        1    0.000    0.000    0.000    0.000 :1(_ProvidesValidatorAttributes)
        1    0.000    0.000    0.000    0.000 :1(_InValidatorAttributes)
        1    0.000    0.000    0.000    0.000 _make.py:1741(Attribute)
        2    0.000    0.000    0.000    0.000 _compat.py:116(isclass)
        1    0.000    0.000    0.000    0.000 subprocess.py:226(_cleanup)
        1    0.000    0.000    0.000    0.000 :1(_AttributesAttributes)
        1    0.000    0.000    0.000    0.000 _make.py:58(__new__)
       21    0.000    0.000    0.000    0.000 _make.py:360(<lambda>)
       13    0.000    0.000    0.000    0.000 _make.py:387(<listcomp>)
       13    0.000    0.000    0.000    0.000 _make.py:469(<genexpr>)
        1    0.000    0.000    0.000    0.000 _make.py:429(_ClassBuilder)
        1    0.000    0.000    0.000    0.000 _make.py:1525(fmt_setter_with_converter)
        1    0.000    0.000    0.000    0.000 adapters.py:55(BaseAdapter)
        1    0.000    0.000    0.000    0.000 adapters.py:84(HTTPAdapter)
        1    0.000    0.000    0.000    0.000 errors.py:79(Unauthenticated)
        1    0.000    0.000    0.000    0.000 intranges.py:6(<module>)
        1    0.000    0.000    0.000    0.000 models.py:272(PreparedRequest)
        1    0.000    0.000    0.000    0.000 hooks.py:13(<module>)
        1    0.000    0.000    0.000    0.000 structures.py:90(__init__)
        1    0.000    0.000    0.000    0.000 request.py:1499(FTPHandler)
        1    0.000    0.000    0.000    0.000 request.py:2108(FancyURLopener)
        1    0.000    0.000    0.000    0.000 response.py:14(addbase)
        1    0.000    0.000    0.000    0.000 cookiejar.py:729(Cookie)
        1    0.000    0.000    0.000    0.000 typing.py:1276(SupportsInt)
        1    0.000    0.000    0.000    0.000 typing.py:1284(SupportsFloat)
        1    0.000    0.000    0.000    0.000 typing.py:1316(SupportsRound)
        2    0.000    0.000    0.000    0.000 pathlib.py:44(_ignore_error)
        1    0.000    0.000    0.000    0.000 pathlib.py:135(<setcomp>)
        1    0.000    0.000    0.000    0.000 pathlib.py:282(_PosixFlavour)
        5    0.000    0.000    0.000    0.000 typing.py:276(__init_subclass__)
        1    0.000    0.000    0.000    0.000 _compression.py:33(DecompressReader)
        1    0.000    0.000    0.000    0.000 tempfile.py:132(_RandomNameSequence)
        1    0.000    0.000    0.000    0.000 tempfile.py:414(_TemporaryFileCloser)
        1    0.000    0.000    0.000    0.000 tempfile.py:775(TemporaryDirectory)
        1    0.000    0.000    0.000    0.000 rsa.py:332(_RSAPrivateKey)
        1    0.000    0.000    0.000    0.000 rsa.py:421(_RSAPublicKey)
        1    0.000    0.000    0.000    0.000 x25519.py:14(X25519PublicKey)
        1    0.000    0.000    0.000    0.000 x25519.py:34(X25519PrivateKey)
        1    0.000    0.000    0.000    0.000 x448.py:34(X448PrivateKey)
        1    0.000    0.000    0.000    0.000 algorithms.py:26(AES)
        1    0.000    0.000    0.000    0.000 algorithms.py:42(Camellia)
        1    0.000    0.000    0.000    0.000 algorithms.py:91(CAST5)
        1    0.000    0.000    0.000    0.000 algorithms.py:106(ARC4)
        1    0.000    0.000    0.000    0.000 algorithms.py:119(IDEA)
        1    0.000    0.000    0.000    0.000 algorithms.py:148(ChaCha20)
        1    0.000    0.000    0.000    0.000 __init__.py:12(KeyDerivationFunction)
        1    0.000    0.000    0.000    0.000 hmac.py:15(_HMACContext)
        1    0.000    0.000    0.000    0.000 x509.py:489(_SignedCertificateTimestamp)
        1    0.000    0.000    0.000    0.000 dh.py:106(_DHPrivateKey)
        1    0.000    0.000    0.000    0.000 dh.py:80(DHParameterNumbers)
        1    0.000    0.000    0.000    0.000 dh.py:118(DHParameters)
        1    0.000    0.000    0.000    0.000 dh.py:185(DHPublicKey)
        1    0.000    0.000    0.000    0.000 dsa.py:197(_DSAPublicKey)
        1    0.000    0.000    0.000    0.000 ciphers.py:13(_CipherContext)
        1    0.000    0.000    0.000    0.000 base.py:44(CipherContext)
        1    0.000    0.000    0.000    0.000 base.py:164(_AEADCipherContext)
        1    0.000    0.000    0.000    0.000 base.py:228(_AEADEncryptionContext)
        1    0.000    0.000    0.000    0.000 modes.py:98(XTS)
        1    0.000    0.000    0.000    0.000 modes.py:128(OFB)
        1    0.000    0.000    0.000    0.000 modes.py:154(CFB8)
        1    0.000    0.000    0.000    0.000 cmac.py:16(_CMACContext)
        1    0.000    0.000    0.000    0.000 version.py:7(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method _openssl.ENGINE_by_id}
        1    0.000    0.000    0.000    0.000 {built-in method _openssl.ENGINE_get_default_RAND}
        1    0.000    0.000    0.000    0.000 binding.py:97(Binding)
        1    0.000    0.000    0.000    0.000 {method 'new_allocator' of 'CompiledFFI' objects}
        1    0.000    0.000    0.000    0.000 _der.py:35(DERReader)
        1    0.000    0.000    0.000    0.000 general_name.py:62(RFC822Name)
        1    0.000    0.000    0.000    0.000 general_name.py:332(OtherName)
        1    0.000    0.000    0.000    0.000 name.py:75(NameAttribute)
        1    0.000    0.000    0.000    0.000 hashes.py:18(HashAlgorithm)
        1    0.000    0.000    0.000    0.000 hashes.py:33(HashContext)
        1    0.000    0.000    0.000    0.000 hashes.py:200(SHAKE256)
        1    0.000    0.000    0.000    0.000 hashes.py:224(BLAKE2b)
        1    0.000    0.000    0.000    0.000 extensions.py:1080(NameConstraints)
        1    0.000    0.000    0.000    0.000 extensions.py:1238(SubjectAlternativeName)
        1    0.000    0.000    0.000    0.000 extensions.py:1266(IssuerAlternativeName)
        1    0.000    0.000    0.000    0.000 extensions.py:1294(CertificateIssuer)
        1    0.000    0.000    0.000    0.000 extensions.py:1322(CRLReason)
        1    0.000    0.000    0.000    0.000 extensions.py:1581(UnrecognizedExtension)
        1    0.000    0.000    0.000    0.000 ipaddress.py:539(_BaseAddress)
        1    0.000    0.000    0.000    0.000 ed448.py:40(Ed448PrivateKey)
        1    0.000    0.000    0.000    0.000 rsa.py:54(RSAPrivateKeyWithSerialization)
        1    0.000    0.000    0.000    0.000 interfaces.py:12(CipherBackend)
        1    0.000    0.000    0.000    0.000 interfaces.py:96(RSABackend)
        1    0.000    0.000    0.000    0.000 interfaces.py:231(PEMSerializationBackend)
        1    0.000    0.000    0.000    0.000 interfaces.py:253(DERSerializationBackend)
        1    0.000    0.000    0.000    0.000 extensions.py:142(CRLNumber)
        1    0.000    0.000    0.000    0.000 extensions.py:273(SubjectKeyIdentifier)
        1    0.000    0.000    0.000    0.000 extensions.py:334(AccessDescription)
        1    0.000    0.000    0.000    0.000 extensions.py:370(BasicConstraints)
        1    0.000    0.000    0.000    0.000 extensions.py:412(DeltaCRLIndicator)
        1    0.000    0.000    0.000    0.000 extensions.py:476(FreshestCRL)
        1    0.000    0.000    0.000    0.000 extensions.py:679(CertificatePolicies)
        1    0.000    0.000    0.000    0.000 extensions.py:711(PolicyInformation)
        1    0.000    0.000    0.000    0.000 extensions.py:761(UserNotice)
        1    0.000    0.000    0.000    0.000 extensions.py:834(ExtendedKeyUsage)
        1    0.000    0.000    0.000    0.000 crypto.py:2342(PKCS12)
        1    0.000    0.000    0.000    0.000 crypto.py:2606(_PassphraseHelper)
        1    0.000    0.000    0.000    0.000 base.py:371(RevokedCertificate)
        1    0.000    0.000    0.000    0.000 base.py:433(CertificateBuilder)
        4    0.000    0.000    0.000    0.000 pyopenssl.py:103(<genexpr>)
        1    0.000    0.000    0.000    0.000 crypto.py:1665(X509StoreContext)
        1    0.000    0.000    0.000    0.000 crypto.py:1910(Revoked)
        1    0.000    0.000    0.000    0.000 euckrprober.py:34(EUCKRProber)
        1    0.000    0.000    0.000    0.000 cp949prober.py:34(CP949Prober)
        1    0.000    0.000    0.000    0.000 euctwprober.py:33(EUCTWProber)
        1    0.000    0.000    0.000    0.000 sbcharsetprober.py:33(SingleByteCharSetProber)
        1    0.000    0.000    0.000    0.000 langgreekmodel.py:35(<module>)
        1    0.000    0.000    0.000    0.000 chardistribution.py:40(CharDistributionAnalysis)
        1    0.000    0.000    0.000    0.000 chardistribution.py:170(Big5DistributionAnalysis)
        1    0.000    0.000    0.000    0.000 poolmanager.py:129(PoolManager)
        1    0.000    0.000    0.000    0.000 compat.py:22(<module>)
        1    0.000    0.000    0.000    0.000 escprober.py:35(EscCharSetProber)
        1    0.000    0.000    0.000    0.000 utf8prober.py:35(UTF8Prober)
        1    0.000    0.000    0.000    0.000 sjisprober.py:36(SJISProber)
        1    0.000    0.000    0.000    0.000 hmac.py:26(HMAC)
        1    0.000    0.000    0.000    0.000 calendar.py:72(<listcomp>)
        1    0.000    0.000    0.000    0.000 calendar.py:410(HTMLCalendar)
        2    0.000    0.000    0.000    0.000 message.py:303(set_payload)
        1    0.000    0.000    0.000    0.000 message.py:1159(EmailMessage)
        3    0.000    0.000    0.000    0.000 datetime.py:2156(_create)
        1    0.000    0.000    0.000    0.000 parse.py:348(_fix_result_transcoding)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_md5}
